%time,field.pose_stamped.header.seq,field.pose_stamped.header.stamp,field.pose_stamped.header.frame_id,field.pose_stamped.pose.position.x,field.pose_stamped.pose.position.y,field.pose_stamped.pose.position.z,field.pose_stamped.pose.orientation.x,field.pose_stamped.pose.orientation.y,field.pose_stamped.pose.orientation.z,field.pose_stamped.pose.orientation.w,field.anchor_array.layout.data_offset,field.anchor_array.data0,field.anchor_array.data1,field.anchor_array.data2,field.anchor_array.data3
1733037978827651895,18589,1733037978827380895,map,5.565483329831795,-4.099860750683057,1.0594902810358482,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978951873676,18590,1733037978951228380,map,5.705654333416205,-3.9966374082221665,1.4186856223610038,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979028568028,18591,1733037979028344154,map,5.84378187925961,-4.140483377187339,1.2614177866715162,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979128020547,18592,1733037979127710580,map,6.014580128558001,-4.1041550738429775,1.3086651186855485,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979228403043,18593,1733037979228136777,map,6.168776609591506,-4.069280763278149,1.2632108535083273,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979330246500,18594,1733037979329354763,map,6.281835550836868,-4.091412673263359,1.2096441442371517,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979429449398,18595,1733037979428820848,map,6.386010184947432,-4.131384489499788,1.1791831186105357,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979529830884,18596,1733037979529223918,map,6.491646645812092,-4.170695383146151,1.2296193280199479,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979628558660,18597,1733037979627865076,map,6.590276908645195,-4.208769072737649,1.2988099640005475,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979729772222,18598,1733037979729130983,map,6.675195169156764,-4.256411301373855,1.3803848815647177,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979828950575,18599,1733037979828681707,map,6.789419721817801,-4.264703900775474,1.378797707293845,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037979929327280,18600,1733037979928541421,map,6.939271663182116,-4.2285234149627735,1.3459608089334631,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
